nombre_de_solutions,EGR1,EGF,HEY1,PRDM14,FGFR4,CDX2,IGF2,CFD,CD44,IL23R,HTR2A,SPEN,SOD2,USF2,POU5F1P4,SHH,ZEB1,CD3D,TNFSF11,CD3E,CYP3A4,CLEC4E
190,190,19,19,190,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
